"id","publi_name","article_id","study_id","type","param","trend","sign_trend","unit_trend","azimuth","sign_azim","unit_azim","start","end","dur","observation","hemisphere","hor","lat","lon","ele","bat","le","te","o","eco","tax","n","sampling","nperiodes","first_year","last_year","data","uncertainty_distribution","uncertainty_parameter","grain_size","id_area","id_latitude","baseline_temp","trend_mean","trend_sd","trend_nb_pixels","v_lat_mean","v_lat_sd","v_lat_nb_pixels","ele_gradient","v_ele_mean","v_ele_sd","shift","unit","old_name","taxo_level","checkedby","kingdom","phylum","class","order","family","genus","species","new_name","group","temp","valid_species_name"
"A10_P1","Melanerpes_carolinus","A10","P1","LAT","O",1.17,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,1.17,"km/year","Melanerpes_carolinus","Species","Lise","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","carolinus","Melanerpes_carolinus","vertebrate","endotherme","yes"
"A10_P1","Chen_caerulescens","A10","P1","LAT","LE",-2.55,NA,"km/year",NA,NA,NA,1975,2004,30,NA,"N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-2.55,"km/year","Chen_caerulescens","Species","Lise","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anser","caerulescens","Anser_caerulescens","vertebrate","endotherme","yes"
"A10_P1","Quiscalus_quiscula","A10","P1","LAT","O",3.23,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,3.23,"km/year","Quiscalus_quiscula","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Quiscalus","quiscula","Quiscalus_quiscula","vertebrate","endotherme","yes"
"A10_P1","Leucosticte_atrata","A10","P1","LAT","O",1.1,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,1.1,"km/year","Leucosticte_atrata","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Leucosticte","atrata","Leucosticte_atrata","vertebrate","endotherme","yes"
"A10_P1","Aythya_collaris","A10","P1","LAT","LE",1.88,NA,"km/year",NA,NA,NA,1975,2004,30,NA,"N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,1.88,"km/year","Aythya_collaris","Species","Lise","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","collaris","Aythya_collaris","vertebrate","endotherme","yes"
"A10_P1","Chen_caerulescens","A10","P1","LAT","O",-0.06,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-0.06,"km/year","Chen_caerulescens","Species","Lise","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anser","caerulescens","Anser_caerulescens","vertebrate","endotherme","yes"
"A10_P1","Columbina_passerina","A10","P1","LAT","O",0.11,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,0.11,"km/year","Columbina_passerina","Species","Lise","Animalia","Chordata","Aves","Columbiformes","Columbidae","Columbina","passerina","Columbina_passerina","vertebrate","endotherme","yes"
"A10_P1","Anas_strepera","A10","P1","LAT","O",0,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,0,"km/year","Anas_strepera","Species","Lise","Animalia","Chordata","Aves","Anseriformes","Anatidae","Mareca","strepera","Mareca_strepera","vertebrate","endotherme","yes"
"A10_P1","Dendroica_occidentalis","A10","P1","LAT","O",-0.58,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-0.58,"km/year","Dendroica_occidentalis","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","occidentalis","Setophaga_occidentalis","vertebrate","endotherme","yes"
"A10_P1","Porzana_carolina","A10","P1","LAT","LE",10.14,NA,"km/year",NA,NA,NA,1975,2004,30,NA,"N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,10.14,"km/year","Porzana_carolina","Species","Lise","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","carolina","Porzana_carolina","vertebrate","endotherme","yes"
"A10_P1","Myiarchus_cinerascens","A10","P1","LAT","O",-1.06,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-1.06,"km/year","Myiarchus_cinerascens","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","cinerascens","Myiarchus_cinerascens","vertebrate","endotherme","yes"
"A10_P1","Mimus_polyglottos","A10","P1","LAT","O",-0.26,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-0.26,"km/year","Mimus_polyglottos","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Mimidae","Mimus","polyglottos","Mimus_polyglottos","vertebrate","endotherme","yes"
"A10_P1","Aythya_collaris","A10","P1","LAT","O",12.44,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,12.44,"km/year","Aythya_collaris","Species","Lise","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","collaris","Aythya_collaris","vertebrate","endotherme","yes"
"A10_P1","Melanerpes_carolinus","A10","P1","LAT","O",5.98,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,5.98,"km/year","Melanerpes_carolinus","Species","Lise","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","carolinus","Melanerpes_carolinus","vertebrate","endotherme","yes"
"A10_P1","Actitis_macularius","A10","P1","LAT","LE",1.92,NA,"km/year",NA,NA,NA,1975,2004,30,NA,"N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,1.92,"km/year","Actitis_macularius","Species","Lise","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Actitis","macularia","Actitis_macularia","vertebrate","endotherme","yes"
"A10_P1","Dendroica_nigrescens","A10","P1","LAT","LE",-12.94,NA,"km/year",NA,NA,NA,1975,2004,30,NA,"N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-12.94,"km/year","Dendroica_nigrescens","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","nigrescens","Setophaga_nigrescens","vertebrate","endotherme","yes"
"A10_P1","Columbina_inca","A10","P1","LAT","LE",-0.41,NA,"km/year",NA,NA,NA,1975,2004,30,NA,"N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-0.41,"km/year","Columbina_inca","Species","Lise","Animalia","Chordata","Aves","Columbiformes","Columbidae","Columbina","inca","Columbina_inca","vertebrate","endotherme","yes"
"A10_P1","Thryomanes_bewickii","A10","P1","LAT","LE",-0.26,NA,"km/year",NA,NA,NA,1975,2004,30,NA,"N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-0.26,"km/year","Thryomanes_bewickii","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Certhiidae","Thryomanes","bewickii","Thryomanes_bewickii","vertebrate","endotherme","yes"
"A10_P1","Thryothorus_ludovicianus","A10","P1","LAT","O",-2.79,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-2.79,"km/year","Thryothorus_ludovicianus","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Certhiidae","Thryothorus","ludovicianus","Thryothorus_ludovicianus","vertebrate","endotherme","yes"
"A10_P1","Corvus_ossifragus","A10","P1","LAT","O",2.74,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,2.74,"km/year","Corvus_ossifragus","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","ossifragus","Corvus_ossifragus","vertebrate","endotherme","yes"
"A10_P1","Picoides_borealis","A10","P1","LAT","O",-4.82,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-4.82,"km/year","Picoides_borealis","Species","Lise","Animalia","Chordata","Aves","Piciformes","Picidae","Picoides","borealis","Picoides_borealis","vertebrate","endotherme","yes"
"A10_P1","Cathartes_aura","A10","P1","LAT","O",-0.02,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-0.02,"km/year","Cathartes_aura","Species","Lise","Animalia","Chordata","Aves","Ciconiiformes","Cathartidae","Cathartes","aura","Cathartes_aura","vertebrate","endotherme","yes"
"A10_P1","Toxostoma_longirostre","A10","P1","LAT","O",-2.86,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-2.86,"km/year","Toxostoma_longirostre","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Mimidae","Toxostoma","longirostre","Toxostoma_longirostre","vertebrate","endotherme","yes"
"A10_P1","Campylorhynchus_brunneicapillus","A10","P1","LAT","LE",3.78,NA,"km/year",NA,NA,NA,1975,2004,30,NA,"N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,3.78,"km/year","Campylorhynchus_brunneicapillus","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Certhiidae","Campylorhynchus","brunneicapillus","Campylorhynchus_brunneicapillus","vertebrate","endotherme","yes"
"A10_P1","Aythya_collaris","A10","P1","LAT","O",-1.26,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-1.26,"km/year","Aythya_collaris","Species","Lise","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","collaris","Aythya_collaris","vertebrate","endotherme","yes"
"A10_P1","Columbina_passerina","A10","P1","LAT","LE",2.35,NA,"km/year",NA,NA,NA,1975,2004,30,NA,"N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,2.35,"km/year","Columbina_passerina","Species","Lise","Animalia","Chordata","Aves","Columbiformes","Columbidae","Columbina","passerina","Columbina_passerina","vertebrate","endotherme","yes"
"A10_P1","Eremophila_alpestris","A10","P1","LAT","O",1.05,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,1.05,"km/year","Eremophila_alpestris","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris","Eremophila_alpestris","vertebrate","endotherme","yes"
"A10_P1","Sialia_sialis","A10","P1","LAT","O",0.4,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,0.4,"km/year","Sialia_sialis","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Turdidae","Sialia","sialis","Sialia_sialis","vertebrate","endotherme","yes"
"A10_P1","Corvus_ossifragus","A10","P1","LAT","LE",3.2,NA,"km/year",NA,NA,NA,1975,2004,30,NA,"N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,3.2,"km/year","Corvus_ossifragus","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","ossifragus","Corvus_ossifragus","vertebrate","endotherme","yes"
"A10_P1","Dendroica_nigrescens","A10","P1","LAT","O",2.77,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,2.77,"km/year","Dendroica_nigrescens","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","nigrescens","Setophaga_nigrescens","vertebrate","endotherme","yes"
"A10_P1","Empidonax_wrightii","A10","P1","LAT","O",0.85,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,0.85,"km/year","Empidonax_wrightii","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","wrightii","Empidonax_wrightii","vertebrate","endotherme","yes"
"A10_P1","Oreortyx_pictus","A10","P1","LAT","O",6.62,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,6.62,"km/year","Oreortyx_pictus","Species","Lise","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Oreortyx","pictus","Oreortyx_pictus","vertebrate","endotherme","yes"
"A10_P1","Nucifraga_columbiana","A10","P1","LAT","O",-0.39,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-0.39,"km/year","Nucifraga_columbiana","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Corvidae","Nucifraga","columbiana","Nucifraga_columbiana","vertebrate","endotherme","yes"
"A10_P1","Anas_rubripes","A10","P1","LAT","O",2.77,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,2.77,"km/year","Anas_rubripes","Species","Lise","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","rubripes","Anas_rubripes","vertebrate","endotherme","yes"
"A10_P1","Melospiza_lincolnii","A10","P1","LAT","LE",1.45,NA,"km/year",NA,NA,NA,1975,2004,30,NA,"N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,1.45,"km/year","Melospiza_lincolnii","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","lincolnii","Melospiza_lincolnii","vertebrate","endotherme","yes"
"A10_P1","Melanerpes_lewis","A10","P1","LAT","O",-5.69,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-5.69,"km/year","Melanerpes_lewis","Species","Lise","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","lewis","Melanerpes_lewis","vertebrate","endotherme","yes"
"A10_P1","Colinus_virginianus","A10","P1","LAT","LE",25.94,NA,"km/year",NA,NA,NA,1975,2004,30,NA,"N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,25.94,"km/year","Colinus_virginianus","Species","Lise","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Colinus","virginianus","Colinus_virginianus","vertebrate","endotherme","yes"
"A10_P1","Carduelis_lawrencei","A10","P1","LAT","O",-2.9,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-2.9,"km/year","Carduelis_lawrencei","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","lawrencei","Spinus_lawrencei","vertebrate","endotherme","yes"
